x_1,x_2,y
1.2594805000465783,3.5079397016161145,0.0
0.9220570555202483,0.9912026675696162,0.0
0.2788175125407462,0.11207082048529976,0.0
1.5180657162030273,1.6537321266080236,0.0
-0.6939378358615131,0.6859657842482669,0.0
0.38230241972611967,1.1235730817043694,0.0
0.6899993708621187,1.4247455765928771,0.0
-0.39557401055113994,-1.519677385746697,0.0
-0.7289678502509855,-0.9405976806511394,0.0
0.8974036556252873,1.148616344692475,0.0
-1.2120941374256278,0.3723232396888884,0.0
1.8191990062190797,1.5648004485097353,0.0
-0.5882351360448794,-0.1911363829245416,0.0
1.593028575205968,0.09296462384090465,0.0
2.1557693996004157,1.442188483745667,0.0
-0.6987494732660273,-0.43683695617400853,0.0
-2.0411435041351425,-1.7700492749538834,0.0
1.0957968936129632,1.0439753028709577,0.0
0.9103805189279726,0.8152223176607757,0.0
-0.08825218373887878,-0.6604332432297668,0.0
0.5866617984189219,1.1606894650097805,0.0
1.423305819446453,0.8264054000968089,0.0
1.1856870489177447,0.7059142171123554,0.0
1.1623494808538044,1.28270536731148,0.0
1.090384375277864,0.7531688224984407,0.0
0.3133282185452577,-1.2868619895569902,0.0
0.6112335400770907,-1.4059936544166332,0.0
1.4356139410945041,0.5507261237210566,0.0
0.6498811096429656,2.2818344328536253,0.0
-0.1829180350909415,-0.9265917732911904,0.0
2.3336526318155038,1.1830283296905493,0.0
1.537994131716316,2.131614130199436,0.0
2.5949106127624026,2.215570714803656,0.0
0.8709935508706372,1.0306379484195487,0.0
-0.3433470961387063,0.6447190827815475,0.0
-1.2160979900316875,-0.787401485038886,0.0
-0.005574063715832578,-0.1497538790430255,0.0
3.0572438956929435,2.1881467155308654,0.0
1.7011193591549498,2.217406311427932,0.0
0.869205168824734,0.44033537372671977,0.0
-0.6336400166618026,-1.0985264079438866,0.0
0.17861447571164835,-0.2753870721877689,0.0
0.999738467746405,1.3974425093553895,0.0
0.258694275535139,0.3928981207704592,0.0
1.188243556962909,0.29400359604776716,0.0
-0.16649088442877114,1.11930195847463,0.0
1.1058746047259254,2.109382058777901,0.0
1.153954730309667,-0.8192202820473056,0.0
0.21033958588849105,-0.7129931317210307,0.0
1.1051245771359102,1.1129784984014548,0.0
-0.7465667726628995,-0.6869847728955831,0.0
1.5665269619841558,0.8985027386378943,0.0
-0.44073721143325295,0.29593551613376967,0.0
1.1666347004280846,-0.039969730250330904,0.0
0.5727723080356928,0.23338475209371062,0.0
0.3468808870461244,0.33810601856202843,0.0
0.6509127717830984,0.7002099145554139,0.0
0.816746919951762,1.2074872358401398,0.0
-0.06230978432819867,-0.22931177090085497,0.0
0.27447095814461275,0.0713905789471585,0.0
0.04144231592636549,-0.22753506051179673,0.0
1.6377945246706134,1.5852135660845088,0.0
0.8131897005571613,1.3785143463187874,0.0
-0.10173337299639129,0.08625729638238222,0.0
0.8154581785839439,1.4013970948279726,0.0
2.307216172316398,0.5125567747738685,0.0
0.8419000746539571,-0.5143582748397924,0.0
-0.008974193344453152,-0.07898706073689477,0.0
1.4061264310005215,0.37486783938906665,0.0
2.6564013368246844,0.832806051303139,0.0
1.3142133808453935,2.201912656414387,0.0
0.2619918914187568,-0.22434585040300847,0.0
1.5432728949142442,1.810068038545372,0.0
0.12086059415939471,0.14425238861527573,0.0
1.6603814595733644,1.6454411013525818,0.0
1.1131813714787433,0.6934492219661462,0.0
1.0212447315538156,0.9600277326193403,0.0
1.2530362408763742,0.4738967942327897,0.0
-2.1894136737801104,-0.003676572411854262,0.0
1.212973269194461,0.6893700700478285,0.0
1.9182563065375655,2.4282371260411777,0.0
-0.8001714263745834,0.012291342938275052,0.0
1.0528630753897907,1.6245447332169578,0.0
0.26009470721146777,1.2409835785082808,0.0
-0.06934489160033341,-0.3578464775310807,0.0
-0.12932543089340087,-0.18054499968959326,0.0
1.190443196143229,0.5783121475987305,0.0
1.3145004681090653,1.5912172482885447,0.0
0.42951129994865933,1.208939370443328,0.0
-0.5690986064961663,-0.7269784339149681,0.0
1.0700321898174692,1.3820905570540645,0.0
-1.2064685772866974,-0.9660517781345748,0.0
0.1724337511862561,-0.5716330366684876,0.0
1.0968403265423228,1.821195073962014,0.0
0.07152611313009516,-0.36737370853434426,0.0
0.7229918573060842,0.27256458079333146,0.0
0.22027029875742632,0.29741784832314333,0.0
0.09592332268917769,0.14354916869097722,0.0
0.18352566324311526,-0.14478602027622778,0.0
0.2574096448399418,1.3105480830571312,0.0
-0.3184594583526892,-0.9774509965176268,0.0
1.581328025814853,2.5340821910961555,0.0
1.7496316024644976,2.6391715650189234,0.0
0.6913939001720744,1.3429811691621647,0.0
0.5810852031904905,1.821028105699166,0.0
-1.6022475409817245,-1.9123906586399615,0.0
-1.5177615128094892,-0.7392151692517459,0.0
-0.4227660091266072,-0.6771279885324806,0.0
1.614575516965391,1.0849597370642274,0.0
-0.863984402620324,-0.33109331224834726,0.0
0.7282748721727881,0.14352118162340882,0.0
1.9109534637464165,2.041076529319887,0.0
0.42309085122221324,0.7176797835655164,0.0
-0.39960747800603513,-0.906651547443359,0.0
0.2028479764017872,0.32997159838951046,0.0
-0.6093141193482374,-0.4183077271808009,0.0
-0.37440298921992754,-0.7867967377426841,0.0
1.1281715138629766,0.929639065420625,0.0
0.6388107985043184,1.3485726746162587,0.0
-0.810496843052823,-0.3393656908805811,0.0
1.104465621565712,0.48450139219998334,0.0
-0.08051027128791499,-0.07250224482638479,0.0
-0.3345191301963406,-0.059048475223739016,0.0
3.066399204261232,3.333033619770713,0.0
0.18925636714052102,0.32917535368208123,0.0
-1.830685436356498,-1.189797573014576,0.0
1.7409081587314124,0.5783304800039274,0.0
1.8349120148003055,-0.31685179237493033,0.0
2.120683200147014,1.8321872696238426,0.0
0.7275750620086955,0.2889988906461871,0.0
