x,y
-1.7135959928671598,-1.3236697512018198
5.775453161144872,-0.6218361590317668
2.4751942119192307,0.743951019738786
3.1098593944626245,0.31500240387463146
4.506122796058088,-0.835822224031054
-4.759988869075444,1.1278082211457872
5.394654051618836,-0.6168932910620547
-5.521587088127515,1.3759450983569934
-6.283185307179586,0.2618867695071692
-2.7290602849365877,-0.5473273253020433
6.283185307179586,-0.3832308586050987
-2.094395102393195,-0.9182733428038911
-5.648520124636193,0.6210859271978089
-5.394654051618836,0.7836974901592654
-3.998390650023373,-0.020685920053224338
0.06346651825433991,0.2544178427196909
-3.744524577006016,-0.3268237701924621
6.02931923416223,-0.833379369636474
-1.2058638468324459,-0.7104043587071238
0.3173325912716969,0.6438364256881062
-3.8714576135146945,0.44964965142488666
-6.156252270670907,0.21633028930973713
0.9519977738150889,0.6164849765140968
-5.267721015110158,1.1009599569712076
0.6981317007977319,0.5528540681082632
-3.3637254674799806,0.0866952359542428
1.9674620658845168,1.1494443580332727
-1.8405290293758378,-1.2275075156125759
4.886921905584122,-1.4335039057135976
-0.6981317007977319,-0.9236960692116173
4.3791897595494085,-1.1031181380479915
2.2213281389018746,1.0781326803448221
0.8250647373064108,0.7003850606887475
-2.9829263579539447,-0.1114406925823648
-2.855993321445266,0.27533667382849525
-2.602127248427909,-0.4306848018452264
-4.5061227960580865,1.012701360877828
-5.90238619765355,0.03708104757204683
-5.140787978601479,1.2845599157401097
-0.9519977738150889,-0.5720716776034998
-1.4597299198498028,-0.9518429894325678
1.0789308103237678,0.711906804552946
-5.775453161144872,0.5550372497940461
1.2058638468324459,0.8439781779232759
4.25225672304073,-0.6016651669541326
6.156252270670908,-0.1230834265935148
2.0943951023931966,0.7719608249024198
3.3637254674799806,-0.11733481320098312
3.7445245770060165,-0.28068317876140825
1.5866629563584818,0.7285755609071582
-3.490658503988659,0.23292673955463286
5.902386197653552,-0.7345162716500795
1.4597299198498028,0.9331551217299455
-1.5866629563584809,-0.541238884746396
-1.9674620658845168,-1.297516048968786
5.648520124636194,-0.7018219915149035
-0.06346651825433902,-0.13334885210532094
1.7135959928671598,1.1215905266317125
3.2367924309713025,-0.006711923492500341
3.6175915404973384,-0.8240343370379357
-1.332796883341124,-0.9068045806994273
2.8559933214452666,0.3653127453048675
-4.25225672304073,0.8490100861943669
5.267721015110158,-0.6531886198510957
-4.886921905584122,1.4220244701824878
-1.078930810323767,-0.8240161588129145
1.8405290293758387,0.6914572054829922
-4.6330558325667655,1.2434696618948986
5.013854942092802,-0.9881685000098093
-2.4751942119192307,-0.5993405651186523
